,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
2512,NonResidential,Compliant,,542327.0,Other - Entertainment/Public Assembly,1724655.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,22960,0,98.69999695,2266983.0,153.0,0.0,1961,95.38
2513,Multifamily MR (5-9),Compliant,93.0,1479728.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,61107,0,24.60000038,1479728.75,77.19999695,0.0,1966,10.32
2514,NonResidential,Compliant,17.0,8270312.0,Supermarket/Grocery Store,6315500.0,EAST,1.0,1.0,Supermarket / Grocery Store,44739,0,326.0,14585813.0,728.7000122000001,0.0,1998,393.07
2515,Multifamily LR (1-4),Compliant,67.0,1391916.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,42720,0,32.59999847,1391916.0,102.3000031,0.0,1984,9.7
2516,Multifamily LR (1-4),Compliant,100.0,192465.0,Multifamily Housing,284819.0,EAST,1.0,3.0,Low-Rise Multifamily,21892,0,21.79999924,477284.0938,41.29999924,0.0,1909,16.47
2517,Multifamily MR (5-9),Compliant,95.0,1444438.0,Multifamily Housing,242328.0,MAGNOLIA / QUEEN ANNE,1.0,8.0,Mid-Rise Multifamily,80705,0,20.89999962,1686765.875,59.40000153,0.0,1992,22.94
2518,NonResidential,Compliant,,224359.0,Retail Store,2246207.0,NORTHEAST,1.0,1.0,Mixed Use Property,22778,0,56.5,2470566.0,70.0,0.0,1948,120.86
2519,NonResidential,Compliant,20.0,189790.0,Worship Facility,677016.0,BALLARD,1.0,2.0,Worship Facility,21562,0,40.40000153,866806.0,60.90000153,0.0,1956,37.28
2520,Multifamily MR (5-9),Compliant,84.0,861877.0,Multifamily Housing,204898.0,EAST,1.0,5.0,Mid-Rise Multifamily,31570,0,33.79999924,1066775.25,92.5,0.0,1960,16.89
2521,NonResidential,Compliant,,231543.0,Other - Entertainment/Public Assembly,1146587.0,CENTRAL,1.0,1.0,Other,25753,0,53.5,1378130.25,75.0,0.0,1959,62.51
2522,NonResidential,Compliant,,7528486.0,Other - Recreation,15239341.0,EAST,1.0,3.0,Other,71280,0,319.39999389999997,22767828.0,556.0999756,0.0,1928,861.85
2523,SPS-District K-12,Error - Correct Default Data,85.0,624583.0,K-12 School,1220568.0,EAST,1.0,3.0,K-12 School,38297,0,48.20000076,1845150.625,84.69999695,0.0,1925,69.18
2524,NonResidential,Compliant,51.0,6566843.0,Senior Care Community,14061838.0,EAST,1.0,16.0,Senior Care Community,153312,0,93.0,20628680.0,159.6000061,0.0,1963,792.6
2525,Multifamily LR (1-4),Compliant,90.0,680062.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,36702,0,24.70000076,680062.5,77.69999695,0.0,1988,4.74
2526,Multifamily LR (1-4),Compliant,34.0,1175756.0,Multifamily Housing,972809.0,EAST,5.0,2.0,Low-Rise Multifamily,46613,0,62.0,2148565.0,136.1000061,0.0,1922,59.86
2527,Multifamily LR (1-4),Compliant,,607580.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,22982,0,26.39999962,607579.6875,83.0,0.0,1962,4.24
2528,Multifamily LR (1-4),Compliant,86.0,557082.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,25016,0,22.29999924,557082.1875,69.90000153,0.0,1958,3.88
2529,Multifamily LR (1-4),Compliant,69.0,645055.0,Multifamily Housing,0.0,SOUTHWEST,1.0,3.0,Low-Rise Multifamily,26896,0,24.0,645055.5,75.30000305,0.0,1989,4.5
2530,NonResidential,Compliant,87.0,23343425.0,Office,4341053.0,DOWNTOWN,1.0,19.0,Mixed Use Property,1004813,201857,54.59999847,27684480.0,153.3999939,0.0,2009,393.29
2531,Multifamily LR (1-4),Compliant,,175433.0,Multifamily Housing,942226.0,EAST,1.0,3.0,Low-Rise Multifamily,22234,0,66.69999695,1117658.75,91.90000153,0.0,1929,51.26
2532,Multifamily MR (5-9),Compliant,32.0,1530615.0,Multifamily Housing,989695.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,62190,0,44.0,2520310.0,102.0,0.0,2009,63.23
2533,Multifamily LR (1-4),Compliant,61.0,541951.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,26472,0,20.5,541950.875,64.30000305,0.0,1979,3.78
2534,Multifamily MR (5-9),Compliant,25.0,2875528.0,Multifamily Housing,1279479.0,MAGNOLIA / QUEEN ANNE,0.0,5.0,Mid-Rise Multifamily,92342,0,45.0,4155007.75,112.3000031,0.0,1993,88.0
2535,NonResidential,Compliant,73.0,466335.0,Worship Facility,360154.0,SOUTHEAST,1.0,1.0,Worship Facility,24200,0,34.20000076,826488.6875,76.09999847,0.0,1968,22.38
2536,Multifamily MR (5-9),Compliant,96.0,674069.0,Multifamily Housing,439389.0,EAST,1.0,5.0,Mid-Rise Multifamily,33274,0,41.0,1113457.75,94.80000305,0.0,1998,28.04
2537,Multifamily LR (1-4),Compliant,81.0,258238.0,Multifamily Housing,983173.0,EAST,1.0,2.0,Low-Rise Multifamily,31457,0,58.90000153,1241410.5,87.5,0.0,1948,54.02
2538,Multifamily LR (1-4),Compliant,60.0,239864.0,Multifamily Housing,1653429.0,EAST,1.0,4.0,Low-Rise Multifamily,26246,0,72.09999847,1893293.125,94.80000305,0.0,1917,89.49
2539,Multifamily LR (1-4),Compliant,92.0,548201.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,32615,0,18.70000076,548201.5,58.59999847,0.0,1961,3.82
2540,NonResidential,Compliant,,924449.0,Residence Hall/Dormitory,816119.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Residence Hall,21302,2211,81.69999695,1740568.25,176.5,0.0,1981,49.79
2541,Multifamily MR (5-9),Compliant,90.0,618671.0,Multifamily Housing,0.0,SOUTHWEST,1.0,6.0,Mid-Rise Multifamily,25800,0,24.0,618670.875,75.30000305,0.0,2002,4.31
2542,Multifamily MR (5-9),Compliant,85.0,1493594.0,Multifamily Housing,612318.0,NORTHWEST,1.0,5.0,Mid-Rise Multifamily,82514,0,25.5,2105912.75,64.59999847,0.0,1998,42.93
2543,Multifamily LR (1-4),Compliant,80.0,521342.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,22202,0,23.5,521341.9063,73.69999695,0.0,1977,3.63
2544,Multifamily LR (1-4),Compliant,54.0,1656026.0,Multifamily Housing,0.0,SOUTHWEST,1.0,4.0,Low-Rise Multifamily,71280,0,34.0,1656025.625,106.6999969,0.0,1989,11.54
2545,Multifamily LR (1-4),Compliant,43.0,936584.0,,0.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,35122,0,29.20000076,936584.375,91.59999847,0.0,1981,6.53
2546,Multifamily LR (1-4),Compliant,,547085.0,Multifamily Housing,0.0,DELRIDGE,1.0,3.0,Low-Rise Multifamily,24259,0,22.60000038,547084.375,70.80000305,0.0,1966,3.81
2547,NonResidential,Compliant,,329414.0,Self-Storage Facility,310963.0,DELRIDGE,1.0,3.0,Self-Storage Facility,66610,0,9.600000381000001,640377.0,20.39999962,0.0,1994,18.81
2548,NonResidential,Compliant,,2922836.0,Other,723217.0,GREATER DUWAMISH,1.0,1.0,Other,36000,0,103.0,3646053.75,280.7000122,0.0,1950,58.79
2549,Multifamily LR (1-4),Error - Correct Default Data,93.0,353353.0,Multifamily Housing,306358.0,EAST,1.0,3.0,Low-Rise Multifamily,22160,0,29.79999924,659710.6875,64.59999847,0.0,1917,18.73
2550,Multifamily LR (1-4),Compliant,89.0,482846.0,Multifamily Housing,486837.0,EAST,1.0,3.0,Low-Rise Multifamily,24650,0,39.29999924,969682.8125,82.19999695,0.0,1923,29.22
2551,Multifamily LR (1-4),Compliant,89.0,310467.0,Multifamily Housing,1090495.0,EAST,1.0,3.0,Low-Rise Multifamily,30040,0,46.59999847,1400962.25,70.59999847,0.0,1914,60.08
2552,Multifamily LR (1-4),Compliant,92.0,782483.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,36885,0,28.5,782483.125,89.5,0.0,1990,5.45
2553,Multifamily MR (5-9),Compliant,96.0,823346.0,Multifamily Housing,0.0,EAST,1.0,5.0,Mid-Rise Multifamily,49649,0,25.10000038,823346.0,78.90000153,0.0,2000,5.74
2554,Multifamily LR (1-4),Compliant,63.0,924964.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,28094,0,32.90000153,924963.875,103.4000015,0.0,1955,6.45
2555,Multifamily LR (1-4),Compliant,92.0,203374.0,Multifamily Housing,880093.0,EAST,1.0,4.0,Low-Rise Multifamily,22795,0,47.5,1083467.125,68.59999847,0.0,1927,48.16
2556,Multifamily MR (5-9),Compliant,98.0,4465541.0,Multifamily Housing,79606.0,LAKE UNION,1.0,7.0,Mid-Rise Multifamily,289076,0,23.0,4545148.0,71.40000153,0.0,2013,35.36
2557,Multifamily LR (1-4),Compliant,83.0,717198.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,32962,0,26.60000038,717197.8125,83.59999847,0.0,1987,5.0
2558,Multifamily LR (1-4),Compliant,,586827.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,21996,0,32.0,586827.5,100.3000031,0.0,1969,4.09
2559,NonResidential,Compliant,62.0,210763.0,K-12 School,1009100.0,NORTHWEST,1.0,2.0,K-12 School,23222,0,81.30000305,1219863.125,114.6999969,0.0,1938,55.06
2560,Multifamily LR (1-4),Compliant,70.0,1265657.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,63590,0,25.79999924,1265657.25,80.90000153,0.0,1995,8.82
2561,Multifamily LR (1-4),Compliant,53.0,919048.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,23346,0,39.40000153,919048.6875,123.59999850000001,0.0,1986,6.41
2562,NonResidential,Compliant,,1077101.0,Fitness Center/Health Club/Gym,1584953.0,EAST,1.0,2.0,Mixed Use Property,24476,0,111.40000149999999,2662054.25,211.1999969,0.0,1924,91.69
2563,Multifamily MR (5-9),Error - Correct Default Data,60.0,779205.0,Multifamily Housing,0.0,EAST,1.0,5.0,Mid-Rise Multifamily,27320,0,28.5,779204.875,89.59999847,0.0,1908,5.43
2564,NonResidential,Compliant,,292118.0,Retail Store,490226.0,EAST,0.0,2.0,Retail Store,24750,0,34.70000076,782343.8125,63.5,0.0,1910,28.07
2565,Multifamily LR (1-4),Compliant,94.0,483043.0,Multifamily Housing,458323.0,EAST,1.0,3.0,Low-Rise Multifamily,27792,0,33.90000153,941366.5,71.90000153,0.0,1924,27.71
2566,Multifamily MR (5-9),Compliant,96.0,354387.0,Multifamily Housing,1460984.0,EAST,1.0,5.0,Mid-Rise Multifamily,23600,0,76.90000153,1815371.25,112.1999969,0.0,1908,80.06
2567,NonResidential,Compliant,52.0,1537012.0,K-12 School,2088395.0,EAST,1.0,3.0,K-12 School,60000,0,74.30000305,3625407.5,143.8999939,0.0,1904,121.63
2568,NonResidential,Compliant,,419713.0,Other - Entertainment/Public Assembly,270845.0,EAST,1.0,2.0,Other,46560,0,14.80000019,690557.6875,34.40000153,0.0,1954,17.31
2569,Multifamily LR (1-4),Compliant,86.0,682250.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,35138,0,23.0,682249.625,72.30000305,0.0,1964,4.76
2570,Multifamily LR (1-4),Compliant,69.0,253992.0,Multifamily Housing,1081016.0,EAST,1.0,3.0,Low-Rise Multifamily,20340,0,65.59999847,1335007.875,95.0,0.0,1916,59.18
2571,Multifamily MR (5-9),Compliant,74.0,783783.0,Multifamily Housing,1892812.0,EAST,1.0,5.0,Mid-Rise Multifamily,46527,0,57.5,2676594.75,95.59999847,0.0,1960,105.99
2572,Multifamily LR (1-4),Compliant,88.0,407133.0,Multifamily Housing,1756997.0,EAST,1.0,3.0,Low-Rise Multifamily,46274,0,53.70000076,2164129.75,77.5,0.0,1924,96.15
2573,Multifamily LR (1-4),Compliant,24.0,696321.0,Multifamily Housing,511549.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,31008,0,49.70000076,1207869.875,112.1999969,0.0,1977,32.02
2574,Multifamily MR (5-9),Compliant,90.0,1435558.0,Multifamily Housing,0.0,LAKE UNION,1.0,5.0,Mid-Rise Multifamily,53862,0,29.39999962,1435558.125,92.40000153,0.0,1968,10.01
2575,NonResidential,Compliant,61.0,1440554.0,Bank Branch,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Other,30408,0,57.59999847,1440554.25,180.8999939,0.0,1980,10.04
2576,Multifamily MR (5-9),Compliant,,717008.0,Multifamily Housing,84638.0,MAGNOLIA / QUEEN ANNE,1.0,6.0,Mixed Use Property,33978,0,40.20000076,801645.875,117.5,0.0,1995,9.49
2577,Multifamily MR (5-9),Compliant,83.0,1346347.0,Multifamily Housing,870699.0,MAGNOLIA / QUEEN ANNE,1.0,8.0,Mid-Rise Multifamily,45933,20271,38.59999847,2217046.0,89.40000153,0.0,2007,55.63
2578,Multifamily MR (5-9),Compliant,,560824.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,31266,0,23.5,560823.625,73.69999695,0.0,1998,3.91
2579,NonResidential,Compliant,89.0,949635.0,Office,516161.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Small- and Mid-Sized Office,30109,0,51.59999847,1465795.75,124.09999850000001,0.0,1920,34.03
2580,Multifamily LR (1-4),Compliant,87.0,594612.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,27480,0,21.60000038,594611.875,67.90000153,0.0,1980,4.15
2581,SPS-District K-12,Error - Correct Default Data,82.0,1065111.0,K-12 School,748607.0,SOUTHWEST,1.0,2.0,K-12 School,39929,0,45.40000153,1813718.0,103.4000015,0.0,1964,47.18
2582,Multifamily LR (1-4),Compliant,73.0,194871.0,Multifamily Housing,1271511.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,24920,0,58.79999924,1466382.25,78.09999847,0.0,1947,68.89
2583,NonResidential,Compliant,92.0,219291.0,Office,697809.0,MAGNOLIA / QUEEN ANNE,1.0,2.0,Small- and Mid-Sized Office,25481,0,36.0,917100.3125,55.79999924,0.0,1960,38.59
2584,NonResidential,Compliant,76.0,6797882.0,Senior Care Community,12625460.0,SOUTHEAST,1.0,1.0,Senior Care Community,141297,0,137.5,19423344.0,244.89999390000003,0.0,1967,717.93
2585,Multifamily HR (10+),Compliant,55.0,7459417.0,Multifamily Housing,0.0,DOWNTOWN,1.0,22.0,High-Rise Multifamily,195788,0,43.79999924,7459418.0,137.6000061,0.0,1983,52.0
2586,Multifamily LR (1-4),Compliant,90.0,951017.0,Multifamily Housing,17431.0,EAST,1.0,4.0,Low-Rise Multifamily,29421,0,25.29999924,968448.1875,78.59999847,0.0,2007,7.56
2587,Multifamily MR (5-9),Compliant,90.0,987319.0,Multifamily Housing,835116.0,MAGNOLIA / QUEEN ANNE,1.0,6.0,Mid-Rise Multifamily,48600,0,45.20000076,1822435.25,98.5,0.0,1997,51.24
2588,Multifamily MR (5-9),Compliant,69.0,390088.0,Multifamily Housing,1006604.0,MAGNOLIA / QUEEN ANNE,1.0,5.0,Mid-Rise Multifamily,29803,0,56.40000153,1396691.875,92.09999847,0.0,1991,56.18
2589,Multifamily LR (1-4),Compliant,12.0,1222949.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,40894,0,40.5,1222949.25,127.0,0.0,1985,8.53
2590,Multifamily MR (5-9),Compliant,,747836.0,Multifamily Housing,31668.0,NORTHWEST,1.0,5.0,Mid-Rise Multifamily,35843,0,32.20000076,779503.625,98.30000305,0.0,2009,6.9
2591,Multifamily LR (1-4),Compliant,75.0,1216546.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,47419,0,25.70000076,1216545.75,80.59999847,0.0,1981,8.48
2592,Multifamily MR (5-9),Compliant,98.0,5755859.0,Multifamily Housing,826229.0,LAKE UNION,3.0,7.0,Mid-Rise Multifamily,88450,0,29.20000076,6582088.5,84.09999847,0.0,2013,84.01
2593,NonResidential,Compliant,73.0,1659964.0,Office,459842.0,LAKE UNION,1.0,2.0,Small- and Mid-Sized Office,27788,0,56.59999847,2119806.25,151.8999939,0.0,1912,35.99
2594,Multifamily LR (1-4),Compliant,61.0,2467967.0,Multifamily Housing,148849.0,North,1.0,3.0,Low-Rise Multifamily,102298,0,29.70000076,2616816.75,89.59999847,0.0,1979,25.11
2595,Multifamily MR (5-9),Compliant,94.0,2761759.0,Multifamily Housing,2665027.0,LAKE UNION,2.0,6.0,Mid-Rise Multifamily,524720,0,42.0,6411570.5,75.19999695,0.0,2006,160.79
2596,Multifamily LR (1-4),Compliant,76.0,405300.0,Multifamily Housing,2158633.0,EAST,1.0,4.0,Low-Rise Multifamily,43096,0,59.5,2563933.25,82.09999847,0.0,1928,117.47
2597,Multifamily LR (1-4),Compliant,63.0,686790.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,23242,0,29.5,686789.875,92.80000305,0.0,1914,4.79
2598,Multifamily MR (5-9),Compliant,96.0,1092145.0,Multifamily Housing,683227.0,EAST,1.0,8.0,Mid-Rise Multifamily,49256,0,36.0,1775372.25,84.19999695,0.0,1968,43.9
2599,Multifamily LR (1-4),Compliant,82.0,817125.0,Multifamily Housing,370415.0,EAST,1.0,3.0,Low-Rise Multifamily,33736,0,35.20000076,1187540.25,87.59999847,0.0,1906,25.37
2600,Multifamily LR (1-4),Compliant,75.0,659176.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,30240,0,23.79999924,659176.1875,74.80000305,0.0,1965,4.6
2601,Multifamily LR (1-4),Compliant,90.0,417161.0,Multifamily Housing,331174.0,EAST,1.0,3.0,Low-Rise Multifamily,25958,0,28.79999924,748335.3125,63.90000153,0.0,1926,20.5
2602,Multifamily LR (1-4),Compliant,79.0,684059.0,Multifamily Housing,1614757.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,55372,0,41.5,2298815.75,69.40000153,0.0,1993,90.53
2603,NonResidential,Compliant,73.0,969192.0,Hotel,974707.0,NORTHWEST,1.0,4.0,Hotel,33120,8584,46.59999847,1943899.25,97.5,0.0,1990,58.52
2604,Multifamily LR (1-4),Compliant,66.0,200328.0,Multifamily Housing,1070254.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,25380,0,50.09999847,1270582.125,69.09999847,0.0,1930,58.24
2605,Multifamily LR (1-4),Compliant,52.0,1037555.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,39967,0,27.89999962,1037555.125,87.69999695,0.0,1965,7.23
2606,NonResidential,Compliant,53.0,193898.0,Non-Refrigerated Warehouse,394958.0,GREATER DUWAMISH,1.0,2.0,Warehouse,22324,0,28.0,588856.125,48.70000076,0.0,1941,22.33
2607,NonResidential,Compliant,,1126394.0,Other - Entertainment/Public Assembly,598714.0,GREATER DUWAMISH,1.0,2.0,Other,31360,0,53.90000153,1725108.25,130.1999969,0.0,1946,39.65
2608,NonResidential,Compliant,,1295854.0,Retail Store,696304.0,GREATER DUWAMISH,1.0,1.0,Mixed Use Property,30496,0,61.09999847,1992158.25,147.1000061,0.0,1947,46.01
2609,Multifamily LR (1-4),Compliant,78.0,1929949.0,Multifamily Housing,1843085.0,NORTH,1.0,4.0,Low-Rise Multifamily,99893,0,37.79999924,3773034.0,80.0,0.0,1979,111.34
2610,Multifamily LR (1-4),Compliant,100.0,883679.0,Multifamily Housing,2601039.0,NORTH,1.0,4.0,Low-Rise Multifamily,140594,0,24.79999924,3484718.25,39.20000076,0.0,1984,144.3
2611,Multifamily LR (1-4),Compliant,64.0,1035097.0,Multifamily Housing,989271.0,EAST,1.0,3.0,Low-Rise Multifamily,67304,0,33.40000153,2024367.75,70.80000305,0.0,1925,59.76
2612,Multifamily LR (1-4),Compliant,78.0,2919115.0,Senior Care Community,1314638.0,NORTH,1.0,4.0,Senior Care Community,88839,11102,47.70000076,4233753.0,118.6999969,0.0,2005,90.17
2613,Multifamily LR (1-4),Compliant,93.0,241821.0,Multifamily Housing,889950.0,EAST,1.0,3.0,Low-Rise Multifamily,22800,0,49.59999847,1131770.625,74.30000305,0.0,1907,48.95
2614,NonResidential,Compliant,84.0,961739.0,Office,110412.0,EAST,1.0,3.0,Small- and Mid-Sized Office,27600,0,48.0,1072151.375,140.3000031,0.0,1922,12.57
2615,Multifamily LR (1-4),Compliant,93.0,592999.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,26684,0,22.20000076,592999.1875,69.80000305,0.0,1907,4.13
2616,Multifamily MR (5-9),Compliant,97.0,645568.0,Multifamily Housing,3048973.0,EAST,1.0,6.0,Mid-Rise Multifamily,72576,0,50.90000153,3694541.25,72.0,0.0,1923,166.43
2617,Multifamily MR (5-9),Compliant,78.0,416367.0,Multifamily Housing,2204674.0,EAST,1.0,6.0,Mid-Rise Multifamily,33279,0,82.5,2621041.0,114.0,0.0,1926,119.99
2618,Multifamily MR (5-9),Compliant,93.0,1177733.0,Multifamily Housing,557805.0,EAST,1.0,8.0,Mid-Rise Multifamily,57504,0,35.20000076,1735538.25,86.80000305,0.0,1925,37.84
2619,Multifamily LR (1-4),Compliant,97.0,415678.0,Multifamily Housing,1317276.0,EAST,1.0,3.0,Low-Rise Multifamily,25536,0,67.90000153,1732954.25,105.3000031,0.0,1906,72.86
2620,Multifamily LR (1-4),Compliant,87.0,915286.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,30720,0,29.79999924,915286.1875,93.59999847,0.0,1989,6.38
2621,Multifamily LR (1-4),Compliant,90.0,815116.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,44832,0,21.0,815115.5,65.90000153,0.0,1987,5.68
2622,Multifamily LR (1-4),Compliant,99.0,1384685.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,78120,0,19.79999924,1384685.0,62.29999924,0.0,1968,9.65
2623,NonResidential,Compliant,98.0,2657803.0,Senior Care Community,3477370.0,Northwest,1.0,2.0,Senior Care Community,55974,0,109.59999850000001,6135173.0,214.1999969,0.0,1961,203.21
2624,Multifamily LR (1-4),Compliant,93.0,540995.0,Multifamily Housing,35043.0,Northwest,1.0,3.0,Low-Rise Multifamily,28256,0,20.39999962,576038.1875,61.40000153,0.0,1916,5.63
2625,Multifamily LR (1-4),Compliant,,620104.0,Multifamily Housing,0.0,Northwest,1.0,4.0,Low-Rise Multifamily,39235,0,29.0,620104.0,91.0,0.0,2001,4.32
2626,SPS-District K-12,Error - Correct Default Data,75.0,1273997.0,K-12 School,966345.0,GREATER DUWAMISH,1.0,2.0,K-12 School,52901,0,42.29999924,2240342.0,94.80000305,0.0,1971,60.2
2627,Multifamily LR (1-4),Compliant,27.0,2001644.0,Multifamily Housing,0.0,EAST,1.0,3.0,Low-Rise Multifamily,59502,0,37.20000076,2001643.75,116.90000149999999,0.0,1968,13.95
2628,NonResidential,Compliant,95.0,743706.0,Senior Care Community,1237654.0,NORTH,1.0,1.0,Senior Care Community,22583,0,87.69999695,1981360.0,161.0,0.0,1954,70.92
2629,Multifamily LR (1-4),Compliant,,685311.0,Multifamily Housing,0.0,NORTH,1.0,3.0,Low-Rise Multifamily,21712,0,31.60000038,685310.875,99.09999847,0.0,1978,4.78
2630,Multifamily LR (1-4),Compliant,96.0,272003.0,Multifamily Housing,324957.0,LAKE UNION,1.0,3.0,Low-Rise Multifamily,28187,0,21.20000076,596960.125,42.40000153,0.0,1925,19.15
2631,NonResidential,Compliant,35.0,2305643.0,Office,0.0,LAKE UNION,0.0,3.0,Small- and Mid-Sized Office,24328,7358,72.80000305,2305643.5,228.5,0.0,1997,16.07
2632,NonResidential,Compliant,92.0,720171.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,20660,6034,28.89999962,720170.6875,90.80000305,0.0,1981,5.02
2633,Multifamily LR (1-4),Compliant,69.0,532730.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,21440,0,24.79999924,532729.625,78.0,0.0,1967,3.71
2634,Multifamily LR (1-4),Compliant,46.0,608491.0,Multifamily Housing,0.0,BALLARD,1.0,3.0,Low-Rise Multifamily,20143,0,30.20000076,608491.0,94.90000153,0.0,1969,4.24
2635,Multifamily LR (1-4),Compliant,90.0,307604.0,Multifamily Housing,459347.0,NORTHEAST,0.0,3.0,Low-Rise Multifamily,21158,0,36.20000076,766950.8125,68.40000153,0.0,1926,26.54
2636,NonResidential,Compliant,69.0,227509.0,Non-Refrigerated Warehouse,0.0,NORTHWEST,1.0,1.0,Warehouse,29400,0,9.100000381000001,227509.5,28.60000038,0.0,1972,1.59
2637,NonResidential,Compliant,85.0,524385.0,Hotel,719765.0,GREATER DUWAMISH,1.0,3.0,Hotel,22452,0,55.40000153,1244150.0,107.0,0.0,1992,41.88
2638,Multifamily MR (5-9),Compliant,95.0,1837237.0,Multifamily Housing,730739.0,EAST,1.0,6.0,Mid-Rise Multifamily,113665,0,22.60000038,2567976.75,57.5,0.0,1989,51.62
2639,Multifamily LR (1-4),Compliant,,453636.0,Multifamily Housing,333524.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,20448,0,39.29999924,787159.6875,88.5,0.0,1998,20.88
2640,Multifamily HR (10+),Compliant,41.0,3020182.0,Multifamily Housing,617791.0,NORTHEAST,1.0,10.0,High-Rise Multifamily,78600,0,46.29999924,3637973.0,128.8999939,0.0,1971,53.87
2641,Multifamily LR (1-4),Compliant,89.0,453060.0,Multifamily Housing,377680.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,27996,0,34.79999924,830739.8125,76.30000305,0.0,1928,23.22
2642,NonResidential,Compliant,22.0,1581352.0,Bank Branch,0.0,NORTHEAST,1.0,2.0,Other,25767,0,90.69999695,1581352.75,284.7999878,0.0,1912,11.02
2643,NonResidential,Compliant,75.0,1270124.0,Retail Store,552710.0,NORTHEAST,1.0,4.0,Retail Store,33910,0,62.79999924,1822834.25,157.3000031,0.0,1953,38.21
2644,NonResidential,Compliant,,939974.0,Worship Facility,1522434.0,NORTHEAST,1.0,2.0,Worship Facility,78401,0,31.39999962,2462408.25,58.0,0.0,1927,87.41
2645,Multifamily LR (1-4),Compliant,83.0,228154.0,Multifamily Housing,903808.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,26008,0,47.20000076,1131962.375,69.40000153,0.0,1923,49.59
2646,Multifamily LR (1-4),Compliant,74.0,729097.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,34962,0,20.89999962,729096.875,65.5,0.0,1999,5.08
2647,Multifamily LR (1-4),Compliant,90.0,625988.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,26185,0,23.89999962,625988.625,75.09999847,0.0,1959,4.36
